"Date","Weighted ETR"
2025-09-05,0.156965210547705
2025-09-06,0.156965210547705
2025-09-07,0.156965210547705
2025-09-08,0.156965210547705
2025-09-09,0.156965210547705
2025-09-10,0.156965210547705
2025-09-11,0.156965210547705
2025-09-12,0.154987290476626
2025-09-13,0.154987290476626
2025-09-14,0.154987290476626
2025-09-15,0.154987290476626
2025-09-16,0.154987290476626
2025-09-17,0.154987290476626
2025-09-18,0.154987290476626
2025-09-19,0.152432950741588
2025-09-20,0.152432950741588
2025-09-21,0.152432950741588
2025-09-22,0.152432950741588
2025-09-23,0.152432950741588
2025-09-24,0.152432950741588
2025-09-25,0.152432950741588
2025-09-26,0.152920100537803
2025-09-27,0.152920100537803
2025-09-28,0.152920100537803
2025-09-29,0.152920100537803
2025-09-30,0.152920100537803
2025-10-01,0.152920100537803
2025-10-02,0.152920100537803
2025-10-03,0.152920100537803
2025-10-04,0.152920100537803
2025-10-05,0.152920100537803
2025-10-06,0.154033640239277
2025-10-07,0.154033640239277
2025-10-08,0.154033640239277
2025-10-09,0.154033640239277
2025-10-10,0.154033640239277
2025-10-11,0.154033640239277
2025-10-12,0.154033640239277
2025-10-13,0.154033640239277
2025-10-14,0.154033640239277
2025-10-15,0.140728223392544
2025-10-16,0.140728223392544
2025-10-17,0.140728223392544
2025-10-18,0.140728223392544
2025-10-19,0.140728223392544
2025-10-20,0.140728223392544
2025-10-21,0.140728223392544
2025-10-22,0.140728223392544
2025-10-23,0.140728223392544
2025-10-24,0.140728223392544
2025-10-25,0.140728223392544
2025-10-26,0.140728223392544
2025-10-27,0.140728223392544
2025-10-28,0.140728223392544
2025-10-29,0.140728223392544
2025-10-30,0.140728223392544
2025-10-31,0.140728223392544
2025-11-01,0.140728223392544
2025-11-02,0.140728223392544
2025-11-03,0.140728223392544
2025-11-04,0.140728223392544
2025-11-05,0.140728223392544
2025-11-06,0.140728223392544
2025-11-07,0.140728223392544
2025-11-08,0.140728223392544
2025-11-09,0.140728223392544
2025-11-10,0.140728223392544
2025-11-11,0.140728223392544
2025-11-12,0.140728223392544
2025-11-13,0.140728223392544
2025-11-14,0.140728223392544
2025-11-15,0.13812697866111
2025-11-16,0.13812697866111
2025-11-17,0.13812697866111
2025-11-18,0.13812697866111
2025-11-19,0.13812697866111
2025-11-20,0.13812697866111
2025-11-21,0.13812697866111
2025-11-22,0.13812697866111
2025-11-23,0.13812697866111
2025-11-24,0.13812697866111
2025-11-25,0.13812697866111
2025-11-26,0.13812697866111
2025-11-27,0.13812697866111
2025-11-28,0.13812697866111
2025-11-29,0.13812697866111
2025-11-30,0.13812697866111
2025-12-01,0.13812697866111
2025-12-02,0.13812697866111
2025-12-03,0.13812697866111
2025-12-04,0.13812697866111
2025-12-05,0.13812697866111
2025-12-06,0.13812697866111
2025-12-07,0.13812697866111
2025-12-08,0.13812697866111
2025-12-09,0.13812697866111
2025-12-10,0.13812697866111
2025-12-11,0.13812697866111
2025-12-12,0.13812697866111
2025-12-13,0.13812697866111
2025-12-14,0.13812697866111
2025-12-15,0.13812697866111
2025-12-16,0.13812697866111
2025-12-17,0.13812697866111
2025-12-18,0.13812697866111
2025-12-19,0.13812697866111
2025-12-20,0.13812697866111
2025-12-21,0.13812697866111
2025-12-22,0.13812697866111
2025-12-23,0.13812697866111
2025-12-24,0.13812697866111
2025-12-25,0.13812697866111
2025-12-26,0.13812697866111
2025-12-27,0.13812697866111
2025-12-28,0.13812697866111
2025-12-29,0.13812697866111
2025-12-30,0.13812697866111
2025-12-31,0.13812697866111
2026-01-01,0.138125848631788
2026-01-02,0.138125848631788
2026-01-03,0.138125848631788
2026-01-04,0.138125848631788
2026-01-05,0.138125848631788
2026-01-06,0.138125848631788
2026-01-07,0.138125848631788
2026-01-08,0.138125848631788
2026-01-09,0.138125848631788
2026-01-10,0.138125848631788
2026-01-11,0.138125848631788
2026-01-12,0.138125848631788
2026-01-13,0.138125848631788
2026-01-14,0.138125848631788
2026-01-15,0.138125848631788
2026-01-16,0.138125848631788
2026-01-17,0.138125848631788
2026-01-18,0.138125848631788
2026-01-19,0.138125848631788
2026-01-20,0.138125848631788
2026-01-21,0.138125848631788
2026-01-22,0.138125848631788
2026-01-23,0.138125848631788
2026-01-24,0.138125848631788
2026-01-25,0.138125848631788
2026-01-26,0.138125848631788
2026-01-27,0.138125848631788
2026-01-28,0.138125848631788
2026-01-29,0.138125848631788
2026-01-30,0.13434987309868
2026-01-31,0.13434987309868
2026-02-01,0.13434987309868
2026-02-02,0.13434987309868
2026-02-03,0.13434987309868
2026-02-04,0.13434987309868
2026-02-05,0.13434987309868
2026-02-06,0.13434987309868
2026-02-07,0.13434987309868
2026-02-08,0.13434987309868
2026-02-09,0.13434987309868
2026-02-10,0.13434987309868
2026-02-11,0.13434987309868
2026-02-12,0.131817638762157
2026-02-13,0.131817638762157
2026-02-14,0.131817638762157
2026-02-15,0.131817638762157
2026-02-16,0.131817638762157
2026-02-17,0.131817638762157
2026-02-18,0.131817638762157
2026-02-19,0.131817638762157
2026-02-20,0.106318456053298
2026-02-21,0.106318456053298
2026-02-22,0.106318456053298
2026-02-23,0.106318456053298
2026-02-24,0.106318456053298
2026-02-25,0.106318456053298
2026-02-26,0.106318456053298
2026-02-27,0.106318456053298
2026-02-28,0.106318456053298
2026-03-01,0.106318456053298
2026-03-02,0.106318456053298
2026-03-03,0.106318456053298
2026-03-04,0.106318456053298
2026-03-05,0.106318456053298
2026-03-06,0.106318456053298
2026-03-07,0.106318456053298
2026-03-08,0.106318456053298
2026-03-09,0.106318456053298
2026-03-10,0.106318456053298
2026-03-11,0.106318456053298
2026-03-12,0.106318456053298
2026-03-13,0.106318456053298
2026-03-14,0.106318456053298
2026-03-15,0.106318456053298
2026-03-16,0.106318456053298
2026-03-17,0.106318456053298
2026-03-18,0.106318456053298
2026-03-19,0.106318456053298
2026-03-20,0.106318456053298
2026-03-21,0.106318456053298
2026-03-22,0.106318456053298
2026-03-23,0.106318456053298
2026-03-24,0.106318456053298
2026-03-25,0.106318456053298
2026-03-26,0.106318456053298
2026-03-27,0.106318456053298
2026-03-28,0.106318456053298
2026-03-29,0.106318456053298
2026-03-30,0.106318456053298
2026-03-31,0.106318456053298
2026-04-01,0.106318456053298

# Figure 1. Daily Effective Tariff Rate (Import-Weighted)
# Overall import-weighted effective tariff rate by calendar day
# Source: The Budget Lab Tariff Rate Tracker (USITC HTS data; Census 2024 import weights)
# Note: Vertical lines indicate major policy changes. Rates change only at policy revision boundaries. 
